perturbation,ssim,pearson,pred_base,pred_pert,pred_changed,prob_class_base,prob_class_pert,filename,model,class_idx,class_name,prob_pred
blur_sigma2,0.5999033133056905,0.8548851641689945,1,8,1,0.7313592433929443,0.0720904991030693,MSBT1.jpg,resnet50,1,Cross bedding,0.7313592433929443
shift_5px,0.8147174857812991,0.9483262775593099,1,1,0,0.7313592433929443,0.8206101655960083,MSBT1.jpg,resnet50,1,Cross bedding,0.7313592433929443
bright_plus10,0.9169228522339189,0.9945630955235628,10,10,0,0.9012805819511414,0.8800299167633057,PLBT1.jpg,resnet50,10,Parallel lamination,0.9012805819511414
bright_minus10,0.977688784007221,0.9957917895095727,10,10,0,0.9012805819511414,0.9007360339164734,PLBT1.jpg,resnet50,10,Parallel lamination,0.9012805819511414
noise_sigma6,0.9681328685019677,0.994077661403193,10,10,0,0.9012805819511414,0.8920040130615234,PLBT1.jpg,resnet50,10,Parallel lamination,0.9012805819511414
blur_sigma2,0.826763363558366,0.889056100464537,10,10,0,0.9012805819511414,0.9078483581542969,PLBT1.jpg,resnet50,10,Parallel lamination,0.9012805819511414
shift_5px,0.7497755126592893,0.8944175342792208,10,10,0,0.9012805819511414,0.8052216172218323,PLBT1.jpg,resnet50,10,Parallel lamination,0.9012805819511414
bright_plus10,0.9863552574032877,0.9986260927286839,10,10,0,0.91415935754776,0.9150381088256836,PLBT2.jpg,resnet50,10,Parallel lamination,0.91415935754776
bright_minus10,0.9857734118254886,0.9989817112572811,10,10,0,0.91415935754776,0.912956953048706,PLBT2.jpg,resnet50,10,Parallel lamination,0.91415935754776
noise_sigma6,0.9606693418562167,0.9893557277934876,10,10,0,0.91415935754776,0.9206761121749878,PLBT2.jpg,resnet50,10,Parallel lamination,0.91415935754776
blur_sigma2,0.8881713479682684,0.9760041532562881,10,10,0,0.91415935754776,0.9215302467346191,PLBT2.jpg,resnet50,10,Parallel lamination,0.91415935754776
shift_5px,0.6211623575082051,0.8062092210274158,10,10,0,0.91415935754776,0.9183469414710999,PLBT2.jpg,resnet50,10,Parallel lamination,0.91415935754776
bright_plus10,0.9923261304591884,0.9991124190168823,4,4,0,0.9672015905380249,0.9660096168518066,WBBT1.jpg,resnet50,4,Wavy bedding,0.9672015905380249
bright_minus10,0.9890901026849884,0.9992891788892341,4,4,0,0.9672015905380249,0.9720429182052612,WBBT1.jpg,resnet50,4,Wavy bedding,0.9672015905380249
